working dir: /data/zjl/192-torch2/VideoX-master/X-CLIP/Output/
Train: [0/300][0/9357]	eta 11:50:01 lr 0.000000000	time 4.5529 (4.5529)	tot_loss 0.1733 (0.1733)	mem 3757MB
Test: [250/1170]	Acc@1: 57.968	
Test: [300/1170]	Acc@1: 59.468	
Test: [350/1170]	Acc@1: 59.402	
Test: [400/1170]	Acc@1: 59.601	
Test: [450/1170]	Acc@1: 59.424	
Test: [500/1170]	Acc@1: 59.281	
Test: [550/1170]	Acc@1: 59.528	
Test: [600/1170]	Acc@1: 59.900	
Test: [650/1170]	Acc@1: 59.831	
Test: [700/1170]	Acc@1: 59.629	
Test: [750/1170]	Acc@1: 59.055	
Test: [800/1170]	Acc@1: 58.989	
Test: [850/1170]	Acc@1: 58.167	
Test: [900/1170]	Acc@1: 58.269	
Test: [950/1170]	Acc@1: 58.149	
Test: [1000/1170]	Acc@1: 58.042	
Test: [1050/1170]	Acc@1: 57.707	
Test: [1100/1170]	Acc@1: 57.766	
Test: [1150/1170]	Acc@1: 57.776	
 * Acc@1 57.692 Acc@5 98.034 UAR 45.381Accuracy of the network on the 2340 test videos: 57.7%
Max accuracy: 57.69%, Current UAR : 45.38%, Max UAR :45.38%Train: [1/300][0/9357]	eta 5:55:39 lr 0.000000400	time 2.2806 (2.2806)	tot_loss 0.1532 (0.1532)	mem 6728MB
Train: [1/300][50/9357]	eta 1:07:18 lr 0.000000402	time 0.3842 (0.4339)	tot_loss 0.3546 (0.3477)	mem 6728MB
Train: [1/300][100/9357]	eta 1:04:26 lr 0.000000404	time 0.3946 (0.4177)	tot_loss 0.1603 (0.3599)	mem 6728MB
Train: [1/300][150/9357]	eta 1:02:49 lr 0.000000406	time 0.3738 (0.4095)	tot_loss 0.3285 (0.3566)	mem 6728MB
Train: [1/300][200/9357]	eta 1:02:16 lr 0.000000409	time 0.3834 (0.4081)	tot_loss 0.7928 (0.3579)	mem 6728MB
Train: [1/300][250/9357]	eta 1:00:58 lr 0.000000411	time 0.4040 (0.4017)	tot_loss 0.4546 (0.3485)	mem 6728MB
Train: [1/300][300/9357]	eta 1:00:48 lr 0.000000413	time 0.3615 (0.4029)	tot_loss 0.1287 (0.3488)	mem 6729MB
Train: [1/300][350/9357]	eta 1:00:18 lr 0.000000415	time 0.3827 (0.4018)	tot_loss 0.3534 (0.3556)	mem 6729MB
Train: [1/300][400/9357]	eta 1:00:17 lr 0.000000417	time 0.4323 (0.4038)	tot_loss 0.3089 (0.3612)	mem 6729MB
Train: [1/300][450/9357]	eta 0:59:49 lr 0.000000419	time 0.4554 (0.4030)	tot_loss 0.2686 (0.3633)	mem 6729MB
Train: [1/300][500/9357]	eta 0:59:41 lr 0.000000421	time 0.2989 (0.4044)	tot_loss 0.1467 (0.3610)	mem 6729MB
Train: [1/300][550/9357]	eta 0:59:00 lr 0.000000423	time 0.4045 (0.4020)	tot_loss 0.3984 (0.3603)	mem 6729MB
Train: [1/300][600/9357]	eta 0:58:49 lr 0.000000426	time 0.2975 (0.4031)	tot_loss 0.1173 (0.3612)	mem 6729MB
Train: [1/300][650/9357]	eta 0:58:26 lr 0.000000428	time 0.3974 (0.4028)	tot_loss 0.1183 (0.3567)	mem 6729MB
Train: [1/300][700/9357]	eta 0:58:00 lr 0.000000430	time 0.3108 (0.4021)	tot_loss 0.5620 (0.3563)	mem 6729MB
Train: [1/300][750/9357]	eta 0:57:46 lr 0.000000432	time 0.3626 (0.4028)	tot_loss 0.6050 (0.3558)	mem 6729MB
Train: [1/300][800/9357]	eta 0:57:21 lr 0.000000434	time 0.4091 (0.4022)	tot_loss 0.3835 (0.3551)	mem 6729MB
Train: [1/300][850/9357]	eta 0:56:59 lr 0.000000436	time 0.3862 (0.4019)	tot_loss 0.4159 (0.3535)	mem 6729MB
Train: [1/300][900/9357]	eta 0:56:35 lr 0.000000438	time 0.3952 (0.4015)	tot_loss 0.4482 (0.3536)	mem 6729MB
Train: [1/300][950/9357]	eta 0:56:12 lr 0.000000440	time 0.3964 (0.4011)	tot_loss 0.4718 (0.3529)	mem 6729MB
Train: [1/300][1000/9357]	eta 0:55:44 lr 0.000000443	time 0.3739 (0.4002)	tot_loss 0.2210 (0.3500)	mem 6729MB
Train: [1/300][1050/9357]	eta 0:55:20 lr 0.000000445	time 0.3767 (0.3997)	tot_loss 0.4013 (0.3477)	mem 6729MB
Train: [1/300][1100/9357]	eta 0:54:53 lr 0.000000447	time 0.3863 (0.3989)	tot_loss 0.4527 (0.3485)	mem 6729MB
Train: [1/300][1150/9357]	eta 0:54:31 lr 0.000000449	time 0.3537 (0.3986)	tot_loss 0.2623 (0.3480)	mem 6729MB
Train: [1/300][1200/9357]	eta 0:53:59 lr 0.000000451	time 0.3746 (0.3971)	tot_loss 0.3272 (0.3482)	mem 6729MB
Train: [1/300][1250/9357]	eta 0:53:36 lr 0.000000453	time 0.3490 (0.3967)	tot_loss 0.7882 (0.3502)	mem 6729MB
Train: [1/300][1300/9357]	eta 0:53:16 lr 0.000000456	time 0.3686 (0.3967)	tot_loss 0.3223 (0.3491)	mem 6729MB
Train: [1/300][1350/9357]	eta 0:53:02 lr 0.000000458	time 0.3670 (0.3974)	tot_loss 0.2568 (0.3518)	mem 6729MB
Train: [1/300][1400/9357]	eta 0:52:40 lr 0.000000460	time 0.4172 (0.3972)	tot_loss 0.3738 (0.3496)	mem 6729MB
Train: [1/300][1450/9357]	eta 0:52:24 lr 0.000000462	time 0.3729 (0.3977)	tot_loss 0.4968 (0.3484)	mem 6729MB
Train: [1/300][1500/9357]	eta 0:52:02 lr 0.000000464	time 0.4128 (0.3974)	tot_loss 0.5672 (0.3488)	mem 6729MB
Train: [1/300][1550/9357]	eta 0:51:43 lr 0.000000466	time 0.3972 (0.3975)	tot_loss 0.6944 (0.3476)	mem 6729MB
Train: [1/300][1600/9357]	eta 0:51:24 lr 0.000000468	time 0.4002 (0.3976)	tot_loss 0.4623 (0.3485)	mem 6729MB
Train: [1/300][1650/9357]	eta 0:51:03 lr 0.000000470	time 0.3815 (0.3975)	tot_loss 0.4281 (0.3486)	mem 6729MB
Train: [1/300][1700/9357]	eta 0:50:40 lr 0.000000473	time 0.3804 (0.3971)	tot_loss 0.1234 (0.3495)	mem 6729MB
Train: [1/300][1750/9357]	eta 0:50:18 lr 0.000000475	time 0.3406 (0.3968)	tot_loss 0.2818 (0.3505)	mem 6729MB
Train: [1/300][1800/9357]	eta 0:50:00 lr 0.000000477	time 0.4332 (0.3970)	tot_loss 0.2679 (0.3499)	mem 6729MB
Train: [1/300][1850/9357]	eta 0:49:46 lr 0.000000479	time 0.4508 (0.3978)	tot_loss 0.4575 (0.3493)	mem 6729MB
Train: [1/300][1900/9357]	eta 0:49:25 lr 0.000000481	time 0.3802 (0.3977)	tot_loss 0.2826 (0.3496)	mem 6729MB
Train: [1/300][1950/9357]	eta 0:49:07 lr 0.000000483	time 0.3584 (0.3979)	tot_loss 0.5867 (0.3498)	mem 6729MB
Train: [1/300][2000/9357]	eta 0:48:43 lr 0.000000485	time 0.3975 (0.3974)	tot_loss 0.3276 (0.3494)	mem 6729MB
Train: [1/300][2050/9357]	eta 0:48:25 lr 0.000000488	time 0.4433 (0.3977)	tot_loss 0.4876 (0.3499)	mem 6729MB
Train: [1/300][2100/9357]	eta 0:48:05 lr 0.000000490	time 0.3916 (0.3976)	tot_loss 0.1746 (0.3502)	mem 6729MB
Train: [1/300][2150/9357]	eta 0:47:44 lr 0.000000492	time 0.3881 (0.3974)	tot_loss 0.2657 (0.3502)	mem 6729MB
Train: [1/300][2200/9357]	eta 0:47:20 lr 0.000000494	time 0.3680 (0.3968)	tot_loss 0.2576 (0.3500)	mem 6729MB
Train: [1/300][2250/9357]	eta 0:47:01 lr 0.000000496	time 0.3688 (0.3970)	tot_loss 0.6166 (0.3498)	mem 6729MB
Train: [1/300][2300/9357]	eta 0:46:41 lr 0.000000498	time 0.4228 (0.3969)	tot_loss 0.1582 (0.3494)	mem 6729MB
Train: [1/300][2350/9357]	eta 0:46:22 lr 0.000000500	time 0.3722 (0.3971)	tot_loss 0.2008 (0.3494)	mem 6729MB
Train: [1/300][2400/9357]	eta 0:46:02 lr 0.000000503	time 0.4106 (0.3971)	tot_loss 0.3325 (0.3495)	mem 6729MB
Train: [1/300][2450/9357]	eta 0:45:45 lr 0.000000505	time 0.4297 (0.3974)	tot_loss 0.3511 (0.3506)	mem 6729MB
Train: [1/300][2500/9357]	eta 0:45:26 lr 0.000000507	time 0.3949 (0.3977)	tot_loss 0.2564 (0.3492)	mem 6729MB
Train: [1/300][2550/9357]	eta 0:45:07 lr 0.000000509	time 0.3465 (0.3977)	tot_loss 0.1164 (0.3484)	mem 6729MB
Train: [1/300][2600/9357]	eta 0:44:47 lr 0.000000511	time 0.4114 (0.3978)	tot_loss 0.1969 (0.3486)	mem 6729MB
Train: [1/300][2650/9357]	eta 0:44:27 lr 0.000000513	time 0.4093 (0.3978)	tot_loss 0.4174 (0.3496)	mem 6729MB
Train: [1/300][2700/9357]	eta 0:44:09 lr 0.000000515	time 0.4219 (0.3980)	tot_loss 0.2141 (0.3485)	mem 6729MB
Train: [1/300][2750/9357]	eta 0:43:47 lr 0.000000517	time 0.3613 (0.3977)	tot_loss 0.6175 (0.3492)	mem 6729MB
Train: [1/300][2800/9357]	eta 0:43:29 lr 0.000000520	time 0.3921 (0.3980)	tot_loss 0.1429 (0.3493)	mem 6729MB
Train: [1/300][2850/9357]	eta 0:43:07 lr 0.000000522	time 0.4144 (0.3977)	tot_loss 0.1672 (0.3492)	mem 6729MB
Train: [1/300][2900/9357]	eta 0:42:49 lr 0.000000524	time 0.3500 (0.3980)	tot_loss 0.3161 (0.3490)	mem 6729MB
Train: [1/300][2950/9357]	eta 0:42:30 lr 0.000000526	time 0.3869 (0.3981)	tot_loss 0.2272 (0.3484)	mem 6729MB
Train: [1/300][3000/9357]	eta 0:42:12 lr 0.000000528	time 0.4045 (0.3983)	tot_loss 0.5102 (0.3486)	mem 6729MB
Train: [1/300][3050/9357]	eta 0:41:50 lr 0.000000530	time 0.3937 (0.3980)	tot_loss 0.1203 (0.3477)	mem 6729MB
Train: [1/300][3100/9357]	eta 0:41:29 lr 0.000000532	time 0.3546 (0.3979)	tot_loss 0.2846 (0.3472)	mem 6729MB
Train: [1/300][3150/9357]	eta 0:41:09 lr 0.000000535	time 0.4168 (0.3979)	tot_loss 0.1704 (0.3471)	mem 6729MB
Train: [1/300][3200/9357]	eta 0:40:49 lr 0.000000537	time 0.3795 (0.3978)	tot_loss 0.1199 (0.3472)	mem 6729MB
Train: [1/300][3250/9357]	eta 0:40:27 lr 0.000000539	time 0.3682 (0.3975)	tot_loss 0.1986 (0.3469)	mem 6729MB
Train: [1/300][3300/9357]	eta 0:40:08 lr 0.000000541	time 0.3810 (0.3977)	tot_loss 0.3339 (0.3464)	mem 6729MB
Train: [1/300][3350/9357]	eta 0:39:48 lr 0.000000543	time 0.3523 (0.3976)	tot_loss 0.1171 (0.3460)	mem 6729MB
Train: [1/300][3400/9357]	eta 0:39:28 lr 0.000000545	time 0.4063 (0.3975)	tot_loss 0.6730 (0.3464)	mem 6729MB
Train: [1/300][3450/9357]	eta 0:39:05 lr 0.000000547	time 0.3684 (0.3970)	tot_loss 0.1528 (0.3466)	mem 6729MB
Train: [1/300][3500/9357]	eta 0:38:43 lr 0.000000550	time 0.3460 (0.3968)	tot_loss 0.4080 (0.3464)	mem 6729MB
Train: [1/300][3550/9357]	eta 0:38:22 lr 0.000000552	time 0.3421 (0.3965)	tot_loss 0.2962 (0.3460)	mem 6729MB
Train: [1/300][3600/9357]	eta 0:38:02 lr 0.000000554	time 0.4298 (0.3965)	tot_loss 0.2320 (0.3467)	mem 6729MB
Train: [1/300][3650/9357]	eta 0:37:43 lr 0.000000556	time 0.4404 (0.3966)	tot_loss 0.1993 (0.3464)	mem 6729MB
Train: [1/300][3700/9357]	eta 0:37:24 lr 0.000000558	time 0.3972 (0.3968)	tot_loss 0.1218 (0.3461)	mem 6729MB
Train: [1/300][3750/9357]	eta 0:37:03 lr 0.000000560	time 0.3920 (0.3966)	tot_loss 0.2905 (0.3461)	mem 6729MB
Train: [1/300][3800/9357]	eta 0:36:44 lr 0.000000562	time 0.3922 (0.3967)	tot_loss 0.3676 (0.3457)	mem 6729MB
Train: [1/300][3850/9357]	eta 0:36:23 lr 0.000000564	time 0.3856 (0.3966)	tot_loss 0.1434 (0.3453)	mem 6729MB
Train: [1/300][3900/9357]	eta 0:36:04 lr 0.000000567	time 0.3674 (0.3966)	tot_loss 0.3062 (0.3455)	mem 6729MB
Train: [1/300][3950/9357]	eta 0:35:43 lr 0.000000569	time 0.3685 (0.3964)	tot_loss 0.2897 (0.3453)	mem 6729MB
Train: [1/300][4000/9357]	eta 0:35:24 lr 0.000000571	time 0.3760 (0.3965)	tot_loss 0.1248 (0.3453)	mem 6729MB
Train: [1/300][4050/9357]	eta 0:35:04 lr 0.000000573	time 0.5413 (0.3965)	tot_loss 0.3648 (0.3447)	mem 6729MB
Train: [1/300][4100/9357]	eta 0:34:45 lr 0.000000575	time 0.4137 (0.3967)	tot_loss 0.3495 (0.3438)	mem 6729MB
Train: [1/300][4150/9357]	eta 0:34:25 lr 0.000000577	time 0.3564 (0.3966)	tot_loss 0.6561 (0.3440)	mem 6729MB
Train: [1/300][4200/9357]	eta 0:34:05 lr 0.000000580	time 0.4499 (0.3967)	tot_loss 0.5574 (0.3438)	mem 6729MB
Train: [1/300][4250/9357]	eta 0:33:45 lr 0.000000582	time 0.3629 (0.3966)	tot_loss 0.4117 (0.3431)	mem 6729MB
Train: [1/300][4300/9357]	eta 0:33:26 lr 0.000000584	time 0.3982 (0.3967)	tot_loss 0.4580 (0.3431)	mem 6729MB
Train: [1/300][4350/9357]	eta 0:33:06 lr 0.000000586	time 0.3941 (0.3967)	tot_loss 0.1952 (0.3433)	mem 6729MB
Train: [1/300][4400/9357]	eta 0:32:46 lr 0.000000588	time 0.4104 (0.3967)	tot_loss 0.1221 (0.3430)	mem 6729MB
Train: [1/300][4450/9357]	eta 0:32:26 lr 0.000000590	time 0.3777 (0.3966)	tot_loss 0.7214 (0.3429)	mem 6729MB
Train: [1/300][4500/9357]	eta 0:32:06 lr 0.000000592	time 0.2402 (0.3967)	tot_loss 0.1371 (0.3427)	mem 6729MB
Train: [1/300][4550/9357]	eta 0:31:47 lr 0.000000594	time 0.3996 (0.3967)	tot_loss 0.1653 (0.3427)	mem 6729MB
Train: [1/300][4600/9357]	eta 0:31:27 lr 0.000000597	time 0.2765 (0.3969)	tot_loss 0.2901 (0.3425)	mem 6729MB
Train: [1/300][4650/9357]	eta 0:31:08 lr 0.000000599	time 0.3752 (0.3969)	tot_loss 0.3914 (0.3425)	mem 6729MB
Train: [1/300][4700/9357]	eta 0:30:48 lr 0.000000601	time 0.3885 (0.3969)	tot_loss 0.1370 (0.3425)	mem 6729MB
Train: [1/300][4750/9357]	eta 0:30:28 lr 0.000000603	time 0.4084 (0.3969)	tot_loss 0.1411 (0.3422)	mem 6729MB
Train: [1/300][4800/9357]	eta 0:30:08 lr 0.000000605	time 0.3748 (0.3968)	tot_loss 0.1448 (0.3420)	mem 6729MB
Train: [1/300][4850/9357]	eta 0:29:47 lr 0.000000607	time 0.3803 (0.3966)	tot_loss 0.4630 (0.3419)	mem 6729MB
Train: [1/300][4900/9357]	eta 0:29:27 lr 0.000000609	time 0.4069 (0.3966)	tot_loss 0.1194 (0.3413)	mem 6729MB
Train: [1/300][4950/9357]	eta 0:29:08 lr 0.000000611	time 0.3794 (0.3967)	tot_loss 0.2760 (0.3416)	mem 6729MB
Train: [1/300][5000/9357]	eta 0:28:48 lr 0.000000614	time 0.3634 (0.3966)	tot_loss 0.8699 (0.3414)	mem 6729MB
Train: [1/300][5050/9357]	eta 0:28:28 lr 0.000000616	time 0.3783 (0.3966)	tot_loss 0.3818 (0.3416)	mem 6729MB
Train: [1/300][5100/9357]	eta 0:28:07 lr 0.000000618	time 0.3810 (0.3965)	tot_loss 0.1597 (0.3415)	mem 6729MB
Train: [1/300][5150/9357]	eta 0:27:48 lr 0.000000620	time 0.3722 (0.3966)	tot_loss 0.4455 (0.3413)	mem 6729MB
Train: [1/300][5200/9357]	eta 0:27:28 lr 0.000000622	time 0.4458 (0.3965)	tot_loss 0.2317 (0.3414)	mem 6729MB
Train: [1/300][5250/9357]	eta 0:27:08 lr 0.000000624	time 0.4011 (0.3966)	tot_loss 0.2470 (0.3415)	mem 6729MB
Train: [1/300][5300/9357]	eta 0:26:49 lr 0.000000627	time 0.4023 (0.3966)	tot_loss 0.1304 (0.3416)	mem 6729MB
Train: [1/300][5350/9357]	eta 0:26:29 lr 0.000000629	time 0.4068 (0.3967)	tot_loss 0.3915 (0.3418)	mem 6729MB
Train: [1/300][5400/9357]	eta 0:26:09 lr 0.000000631	time 0.4014 (0.3967)	tot_loss 0.5295 (0.3421)	mem 6729MB
Train: [1/300][5450/9357]	eta 0:25:49 lr 0.000000633	time 0.4227 (0.3967)	tot_loss 0.1214 (0.3418)	mem 6729MB
Train: [1/300][5500/9357]	eta 0:25:29 lr 0.000000635	time 0.4068 (0.3966)	tot_loss 0.2548 (0.3418)	mem 6729MB
Train: [1/300][5550/9357]	eta 0:25:10 lr 0.000000637	time 0.3870 (0.3967)	tot_loss 0.1568 (0.3419)	mem 6729MB
Train: [1/300][5600/9357]	eta 0:24:50 lr 0.000000639	time 0.3791 (0.3966)	tot_loss 0.4832 (0.3425)	mem 6729MB
Train: [1/300][5650/9357]	eta 0:24:30 lr 0.000000641	time 0.3945 (0.3966)	tot_loss 0.4377 (0.3424)	mem 6729MB
Train: [1/300][5700/9357]	eta 0:24:09 lr 0.000000644	time 0.3688 (0.3964)	tot_loss 0.2965 (0.3424)	mem 6729MB
Train: [1/300][5750/9357]	eta 0:23:49 lr 0.000000646	time 0.4170 (0.3964)	tot_loss 0.1461 (0.3423)	mem 6729MB
Train: [1/300][5800/9357]	eta 0:23:29 lr 0.000000648	time 0.4100 (0.3964)	tot_loss 0.2553 (0.3423)	mem 6729MB
Train: [1/300][5850/9357]	eta 0:23:09 lr 0.000000650	time 0.3619 (0.3963)	tot_loss 0.1595 (0.3419)	mem 6729MB
Train: [1/300][5900/9357]	eta 0:22:49 lr 0.000000652	time 0.3928 (0.3963)	tot_loss 0.1395 (0.3416)	mem 6729MB
Train: [1/300][5950/9357]	eta 0:22:30 lr 0.000000654	time 0.3666 (0.3963)	tot_loss 0.4585 (0.3417)	mem 6729MB
Train: [1/300][6000/9357]	eta 0:22:10 lr 0.000000656	time 0.3882 (0.3963)	tot_loss 0.5970 (0.3417)	mem 6729MB
Train: [1/300][6050/9357]	eta 0:21:50 lr 0.000000659	time 0.4090 (0.3964)	tot_loss 0.8891 (0.3415)	mem 6729MB
Train: [1/300][6100/9357]	eta 0:21:31 lr 0.000000661	time 0.3897 (0.3964)	tot_loss 0.4375 (0.3413)	mem 6729MB
Train: [1/300][6150/9357]	eta 0:21:11 lr 0.000000663	time 0.3738 (0.3965)	tot_loss 0.2807 (0.3413)	mem 6729MB
Train: [1/300][6200/9357]	eta 0:20:51 lr 0.000000665	time 0.3616 (0.3965)	tot_loss 0.8951 (0.3413)	mem 6729MB
Train: [1/300][6250/9357]	eta 0:20:31 lr 0.000000667	time 0.3819 (0.3965)	tot_loss 0.1415 (0.3413)	mem 6729MB
Train: [1/300][6300/9357]	eta 0:20:11 lr 0.000000669	time 0.3983 (0.3963)	tot_loss 0.1885 (0.3412)	mem 6729MB
Train: [1/300][6350/9357]	eta 0:19:52 lr 0.000000671	time 0.3962 (0.3964)	tot_loss 0.1372 (0.3409)	mem 6729MB
Train: [1/300][6400/9357]	eta 0:19:31 lr 0.000000674	time 0.3953 (0.3963)	tot_loss 0.1139 (0.3409)	mem 6729MB
Train: [1/300][6450/9357]	eta 0:19:12 lr 0.000000676	time 0.4254 (0.3964)	tot_loss 0.4318 (0.3409)	mem 6729MB
Train: [1/300][6500/9357]	eta 0:18:52 lr 0.000000678	time 0.3732 (0.3965)	tot_loss 0.4298 (0.3407)	mem 6729MB
Train: [1/300][6550/9357]	eta 0:18:32 lr 0.000000680	time 0.4165 (0.3965)	tot_loss 0.3000 (0.3410)	mem 6729MB
Train: [1/300][6600/9357]	eta 0:18:12 lr 0.000000682	time 0.3500 (0.3964)	tot_loss 0.1755 (0.3409)	mem 6729MB
Train: [1/300][6650/9357]	eta 0:17:52 lr 0.000000684	time 0.2375 (0.3963)	tot_loss 0.3208 (0.3409)	mem 6729MB
Train: [1/300][6700/9357]	eta 0:17:33 lr 0.000000686	time 0.3863 (0.3964)	tot_loss 0.3382 (0.3409)	mem 6729MB
Train: [1/300][6750/9357]	eta 0:17:12 lr 0.000000688	time 0.3790 (0.3962)	tot_loss 0.4739 (0.3410)	mem 6729MB
Train: [1/300][6800/9357]	eta 0:16:52 lr 0.000000691	time 0.3638 (0.3961)	tot_loss 0.2050 (0.3408)	mem 6729MB
Train: [1/300][6850/9357]	eta 0:16:32 lr 0.000000693	time 0.2418 (0.3960)	tot_loss 0.5183 (0.3408)	mem 6729MB
Train: [1/300][6900/9357]	eta 0:16:13 lr 0.000000695	time 0.4027 (0.3961)	tot_loss 0.9806 (0.3407)	mem 6729MB
Train: [1/300][6950/9357]	eta 0:15:53 lr 0.000000697	time 0.3860 (0.3961)	tot_loss 0.2478 (0.3408)	mem 6729MB
Train: [1/300][7000/9357]	eta 0:15:33 lr 0.000000699	time 0.3529 (0.3961)	tot_loss 0.9080 (0.3410)	mem 6729MB
Train: [1/300][7050/9357]	eta 0:15:13 lr 0.000000701	time 0.3679 (0.3959)	tot_loss 0.1928 (0.3406)	mem 6729MB
Train: [1/300][7100/9357]	eta 0:14:53 lr 0.000000703	time 0.4369 (0.3960)	tot_loss 0.1787 (0.3407)	mem 6729MB
Train: [1/300][7150/9357]	eta 0:14:33 lr 0.000000706	time 0.4067 (0.3959)	tot_loss 0.2237 (0.3407)	mem 6729MB
Train: [1/300][7200/9357]	eta 0:14:14 lr 0.000000708	time 0.3953 (0.3960)	tot_loss 0.7660 (0.3405)	mem 6729MB
Train: [1/300][7250/9357]	eta 0:13:54 lr 0.000000710	time 0.4139 (0.3960)	tot_loss 0.2492 (0.3404)	mem 6729MB
Train: [1/300][7300/9357]	eta 0:13:34 lr 0.000000712	time 0.3912 (0.3961)	tot_loss 0.1163 (0.3410)	mem 6729MB
Train: [1/300][7350/9357]	eta 0:13:15 lr 0.000000714	time 0.4053 (0.3961)	tot_loss 0.1158 (0.3406)	mem 6729MB
Train: [1/300][7400/9357]	eta 0:12:55 lr 0.000000716	time 0.4312 (0.3963)	tot_loss 0.3514 (0.3406)	mem 6729MB
Train: [1/300][7450/9357]	eta 0:12:35 lr 0.000000718	time 0.3885 (0.3962)	tot_loss 0.1790 (0.3403)	mem 6729MB
Train: [1/300][7500/9357]	eta 0:12:15 lr 0.000000721	time 0.3942 (0.3962)	tot_loss 0.6599 (0.3407)	mem 6729MB
Train: [1/300][7550/9357]	eta 0:11:55 lr 0.000000723	time 0.3755 (0.3962)	tot_loss 0.3160 (0.3409)	mem 6729MB
Train: [1/300][7600/9357]	eta 0:11:36 lr 0.000000725	time 0.3607 (0.3962)	tot_loss 0.2019 (0.3413)	mem 6729MB
Train: [1/300][7650/9357]	eta 0:11:16 lr 0.000000727	time 0.4090 (0.3962)	tot_loss 0.1433 (0.3414)	mem 6729MB
Train: [1/300][7700/9357]	eta 0:10:56 lr 0.000000729	time 0.3902 (0.3963)	tot_loss 0.3719 (0.3414)	mem 6729MB
Train: [1/300][7750/9357]	eta 0:10:36 lr 0.000000731	time 0.4481 (0.3964)	tot_loss 0.1298 (0.3417)	mem 6729MB
Train: [1/300][7800/9357]	eta 0:10:17 lr 0.000000733	time 0.2631 (0.3965)	tot_loss 0.5423 (0.3419)	mem 6729MB
Train: [1/300][7850/9357]	eta 0:09:57 lr 0.000000735	time 0.3538 (0.3965)	tot_loss 0.3291 (0.3419)	mem 6729MB
Train: [1/300][7900/9357]	eta 0:09:37 lr 0.000000738	time 0.2899 (0.3966)	tot_loss 0.1956 (0.3418)	mem 6729MB
Train: [1/300][7950/9357]	eta 0:09:18 lr 0.000000740	time 0.3617 (0.3966)	tot_loss 0.8686 (0.3417)	mem 6729MB
Train: [1/300][8000/9357]	eta 0:08:58 lr 0.000000742	time 0.3901 (0.3967)	tot_loss 0.1277 (0.3414)	mem 6729MB
Train: [1/300][8050/9357]	eta 0:08:38 lr 0.000000744	time 0.3629 (0.3968)	tot_loss 0.1359 (0.3416)	mem 6729MB
Train: [1/300][8100/9357]	eta 0:08:18 lr 0.000000746	time 0.4279 (0.3969)	tot_loss 0.4479 (0.3416)	mem 6729MB
Train: [1/300][8150/9357]	eta 0:07:59 lr 0.000000748	time 0.3847 (0.3970)	tot_loss 0.2662 (0.3414)	mem 6729MB
Train: [1/300][8200/9357]	eta 0:07:39 lr 0.000000750	time 0.3898 (0.3970)	tot_loss 0.6291 (0.3412)	mem 6729MB
Train: [1/300][8250/9357]	eta 0:07:19 lr 0.000000753	time 0.3537 (0.3971)	tot_loss 0.1807 (0.3411)	mem 6729MB
Train: [1/300][8300/9357]	eta 0:06:59 lr 0.000000755	time 0.3630 (0.3970)	tot_loss 0.1159 (0.3411)	mem 6729MB
Train: [1/300][8350/9357]	eta 0:06:39 lr 0.000000757	time 0.4010 (0.3970)	tot_loss 0.2229 (0.3410)	mem 6729MB
Train: [1/300][8400/9357]	eta 0:06:19 lr 0.000000759	time 0.4086 (0.3971)	tot_loss 0.2451 (0.3411)	mem 6729MB
Train: [1/300][8450/9357]	eta 0:06:00 lr 0.000000761	time 0.3662 (0.3971)	tot_loss 0.1665 (0.3410)	mem 6729MB
Train: [1/300][8500/9357]	eta 0:05:40 lr 0.000000763	time 0.4079 (0.3971)	tot_loss 0.2628 (0.3412)	mem 6729MB
Train: [1/300][8550/9357]	eta 0:05:20 lr 0.000000765	time 0.2500 (0.3972)	tot_loss 0.2696 (0.3412)	mem 6729MB
Train: [1/300][8600/9357]	eta 0:05:00 lr 0.000000768	time 0.4166 (0.3973)	tot_loss 0.2701 (0.3413)	mem 6729MB
Train: [1/300][8650/9357]	eta 0:04:40 lr 0.000000770	time 0.2534 (0.3973)	tot_loss 0.2451 (0.3413)	mem 6729MB
Train: [1/300][8700/9357]	eta 0:04:21 lr 0.000000772	time 0.3734 (0.3973)	tot_loss 0.3548 (0.3413)	mem 6729MB
Train: [1/300][8750/9357]	eta 0:04:01 lr 0.000000774	time 0.3884 (0.3973)	tot_loss 0.3042 (0.3410)	mem 6729MB
Train: [1/300][8800/9357]	eta 0:03:41 lr 0.000000776	time 0.3952 (0.3973)	tot_loss 0.5180 (0.3411)	mem 6729MB
Train: [1/300][8850/9357]	eta 0:03:21 lr 0.000000778	time 0.3859 (0.3972)	tot_loss 0.1155 (0.3411)	mem 6729MB
Train: [1/300][8900/9357]	eta 0:03:01 lr 0.000000780	time 0.3855 (0.3973)	tot_loss 0.2606 (0.3412)	mem 6729MB
Train: [1/300][8950/9357]	eta 0:02:41 lr 0.000000782	time 0.4465 (0.3973)	tot_loss 0.2862 (0.3413)	mem 6729MB
Train: [1/300][9000/9357]	eta 0:02:21 lr 0.000000785	time 0.4062 (0.3973)	tot_loss 0.4097 (0.3413)	mem 6729MB
Train: [1/300][9050/9357]	eta 0:02:01 lr 0.000000787	time 0.4085 (0.3973)	tot_loss 0.7410 (0.3414)	mem 6729MB
Train: [1/300][9100/9357]	eta 0:01:42 lr 0.000000789	time 0.3827 (0.3973)	tot_loss 0.4081 (0.3412)	mem 6729MB
